tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,streaming_tv,streaming_movies,paperless_billing,senior_citizen,partner,dependents,multiple_lines,Churn
31,81.64264687617695,2492.3497701548326,Month-to-month,Bank transfer,No,-0.44205264518217513,-1.683615870469385,0.8277862341724989,-0.7008055746787889,-0.7752159715801425,-3.47805289504698,-0.802833617101292,9.40864039455606,-5.354810306067403,0
22,68.1434580055722,1374.0703898822028,One year,Bank transfer,Fiber optic,0.5109791930360632,-3.286464033246836,1.41143473666861,-1.1248814212237037,-0.5297864344549689,-2.590424970455831,0.582668996929147,2.131016180790376,1.4463415378276416,0
20,83.56901172798567,1847.1849318119168,One year,Bank transfer,Fiber optic,-3.6701238596016466,-2.6796864978631563,-0.14510823831763675,-1.167300349054352,-3.4764556754762097,-3.1425293281824316,2.127899728602409,2.276273400713804,0.47042026976558227,0
37,20.0,686.4807018130294,One year,Bank transfer,Fiber optic,1.7050505589779492,-0.4777240467399412,3.635086215306494,-0.3560317132605131,1.7721511582436213,-4.0760530874700995,1.055033751964809,-3.109821058498927,-1.383528060967829,1
49,103.55112085207826,5010.3819962174275,One year,Credit card,DSL,-1.839605946812425,-3.05486055410949,0.47601593493944483,3.6844057302564615,0.9607246196471078,-5.499020611956201,5.535247437710418,-6.777169559579165,2.790639887688818,0
34,40.8784472867654,1321.1804913211563,Month-to-month,Bank transfer,Fiber optic,3.495956683248618,0.9078976324392569,3.392138537846423,0.27373783869195045,-1.9468332198405949,-2.064258599131837,1.8151845045007815,1.632345864140736,-0.7052534009984237,0
33,46.3021730781403,1462.005347932732,One year,Credit card,Fiber optic,-0.9480651356332732,3.505700265206685,1.691422828168038,-2.206136333798775,1.9438549880405733,-3.342571105758009,-3.011202410535051,-2.875474171806375,0.5400412992406562,0
32,82.99412438184504,2632.8343924046044,One year,Bank transfer,Fiber optic,1.454154467550239,-1.574131699967395,3.3099599394641817,0.19048595593318662,-1.1725126097898368,-2.911064752316434,1.4600000931955832,3.2274206060517785,-0.6073755356104267,0
27,20.0,503.8058055590977,One year,Mailed check,Fiber optic,1.0222615407839064,-0.08533448289686607,-0.7661977256216826,0.33738766263444875,-0.36397973831640873,0.6637624719168983,0.6321000924671667,-0.7176099412848256,-0.9359719441375026,1
26,66.74295837199104,1671.793756594913,One year,Credit card,DSL,-0.8483325589359596,-0.2532090472756584,0.61255798970968,0.37259056496508025,1.7368020892945175,-5.761573879936116,2.3159545668667896,-6.3880047538371505,2.991390050557846,0
40,118.29739479063619,4739.695429003113,Two year,Bank transfer,DSL,-3.1190607526251957,0.04392208876052495,-0.4389519787361773,2.4247399174182322,-0.3459057728900087,0.11948956434366854,0.4496096246952005,-4.579448385896574,3.561160474279328,0
30,43.74640661465175,1303.2053983262426,One year,Mailed check,Fiber optic,1.1306415716192484,1.4185160616715242,0.1521655664871071,1.5878770976695462,0.9928009129452956,2.6680583917853182,-1.190619680186245,-1.2631344341196395,-1.1542223221296664,1
26,57.437950961367875,1594.1520812498372,One year,Bank transfer,Fiber optic,1.3906551221306205,0.6040470714754964,1.7828961569697357,-0.21453320453926272,-3.607544869519799,-2.1212648706371864,1.7413319122234472,0.6606801295496493,2.192485771712585,0
31,45.44328881555177,1532.8520524453138,One year,Mailed check,No,2.748549255190227,0.9456445836501797,-2.876251391778986,2.2794319476026192,0.6972199895395772,6.076656393271176,0.03548759934311252,-0.48766827775884686,-1.6162594131459078,1
49,70.65750815555445,3373.7091960146868,One year,Bank transfer,Fiber optic,-0.33689557969653594,-2.7658765620605745,1.799247447818145,1.9923721381232453,-0.6934507244406204,1.096867176181684,-0.5644814855884361,-0.7478395475390852,2.7996331108135006,0
19,43.32378371420439,765.5742086687628,One year,Bank transfer,Fiber optic,2.1157804350630935,-0.5674186765791833,0.7848074679147894,-1.309244185364609,-1.1895862100631567,-1.4455732251061106,-1.8970786622631848,4.384611051684494,0.7151837737330715,0
22,36.222499265496154,720.4871530199154,One year,Bank transfer,Fiber optic,2.1595994041655096,-2.662259562719524,1.4596956697565868,-1.3594806837359492,-3.795537317933456,-2.862275818634928,2.2000231861875665,3.853229657880146,1.5919330900268305,1
26,51.39237370434653,1259.339379491663,One year,Electronic check,No,0.9505582223957117,-1.6175076500716408,-0.13046650415787564,-1.4902558875699403,-0.17407123352772413,1.7386699274375774,-1.3052017065866108,1.8936465533664988,0.8988063936105262,1
25,54.81812402088765,1418.978002044584,Month-to-month,Electronic check,Fiber optic,-0.07782048437777389,0.13993898319832343,-1.7888334460603779,4.697920956658427,-1.0725323523456245,4.726390729319084,2.0874261971779866,-1.8586552522736324,-1.9711702724720204,1
27,55.68116093645371,1452.2510558072738,One year,Bank transfer,Fiber optic,0.17020182494441183,0.982386648599549,2.2567986380817455,-0.7697924546410507,-0.8394499033147192,-1.0294340377835864,-2.143470507444104,0.6940479372062074,1.3121219978015666,0
18,102.86718414521957,1876.0565029740108,One year,Bank transfer,Fiber optic,-2.3265800433870636,-0.7245802953644946,2.2861465748818386,2.3556483125816916,0.623785586933826,-2.7817745001154286,2.1995202840125128,-2.148929654490948,-1.320572248644034,0
25,49.844535762326785,1581.774533757711,Two year,Bank transfer,No,0.8836534754140586,-0.03939389249385972,0.7413078382139917,0.8827175524896078,-3.0934290895429046,1.9806063893546677,-1.4419343461421232,6.287291673527714,-2.307057467567182,0
22,90.85876336868702,1873.1948544970278,One year,Mailed check,Fiber optic,-3.1885511287848614,-0.28559659198372,-0.803806843768327,3.949386406830961,2.7643091558081965,0.2180571478554854,2.9455521541918914,-7.259702138269735,-1.3678389231496237,1
26,111.01745520506968,2887.360521795178,Month-to-month,Bank transfer,Fiber optic,-3.647064929628006,-2.064222311553934,2.084255112848199,-1.0109415084687887,6.343877214604951,-5.409121661028398,-0.7389472386685547,-4.936664253756773,-0.10381122085160555,0
10,59.0390580827177,536.3950270220969,One year,Bank transfer,Fiber optic,2.5946322523208174,2.85226299654418,-0.4493209860804983,-1.4319642243705957,-3.730620116679604,4.79021101809605,-2.9608551613958185,6.980577999376506,-1.1948496526039534,0
27,45.06007257560244,1277.441107599876,One year,Bank transfer,Fiber optic,-0.4865077503696631,1.0484266923224275,1.1187729055408038,-0.8463891365073231,2.2739725850653927,-3.220539679086553,-0.43881114046504144,-6.406025414223671,3.049398159107687,0
30,46.91881779301742,1264.4452559697609,Two year,Bank transfer,Fiber optic,0.131982555558404,2.4621377019502892,1.4622161824678126,-3.3886104191958744,0.3089768112964235,-5.210443805326382,-1.297909629875735,5.417393682188117,-5.2095760354740595,0
26,42.74527099104426,1208.2831839946243,One year,Mailed check,Fiber optic,3.382778973291727,-1.3737239166802944,3.1454131086866512,-2.5381206048570286,0.2845762815855355,-1.65112539560977,-0.4821765337652646,2.7008804466090037,0.3644171852336646,1
46,35.7823308840798,1677.2751374086872,One year,Bank transfer,Fiber optic,-1.4813602243589226,0.8175555056732665,1.8353709675980197,1.8135025791628734,1.2205245608955462,-0.2633214592016788,-2.1155980369025134,-3.6186649548003915,0.47776237236561836,0
33,20.0,613.0243754837194,One year,Bank transfer,Fiber optic,3.7157909855435896,1.9420438548122714,1.484268041076262,-3.823141859142922,-1.4089046050145264,-3.536875734222432,-1.3398990327763263,4.351780554112181,-0.9408930252266258,0
17,20.0,358.9429726495777,One year,Credit card,Fiber optic,3.585536874239775,1.0352140072130542,1.9124935221556094,-3.6368916589327362,-3.9351410705784957,-3.3260308146380506,-0.614548261616971,6.1913314182567545,0.5314046323167987,0
33,84.32161166800287,2758.8451994669963,Month-to-month,Bank transfer,Fiber optic,1.1525782970975995,0.11403983729899703,2.5313541519576575,-2.0555588359009898,0.13158129670737662,-1.8990305429971388,1.0744918228081095,-1.0037844524494492,1.4950373827665875,1
36,93.81575735257924,3422.208668170425,One year,Credit card,DSL,-2.3634063218049803,0.2695535039388921,0.10597162693782292,0.7605065117915755,1.5097783185878217,-4.187254442728496,0.9743506330554442,-4.293860036980053,1.5452300047828107,0
24,57.01520352136744,1262.419709715762,One year,Mailed check,No,1.5695537142922813,-1.2647916557266554,0.41943367862507397,-2.9302708649621305,-2.2734103551671483,-0.6415637049281436,0.6007006456733479,3.781661378016367,0.828370996291756,1
18,50.12495381433214,1025.7539823941368,Month-to-month,Bank transfer,Fiber optic,3.184655896483532,0.27352059107578675,4.068989843123056,-0.6755030145940091,-0.32983601012001673,-3.836285966316735,1.7826473644744985,0.7228346319500696,-0.4422661259512308,1
42,34.53840803142427,1572.7889249223372,One year,Mailed check,No,2.9505179991969643,-0.050630532487020874,-1.2758229228235858,-1.6236325556959432,1.6532241405884036,-0.7395849678602316,0.022014780702394376,2.878616833982972,-2.9304618434867775,1
35,39.747029631657846,1606.5000727466065,One year,Bank transfer,DSL,-0.5130455406757215,2.325637372674577,2.2650469900924692,-1.6812608329096577,0.15830933237651523,-4.099840990029264,-0.6485636546453435,-5.154440656596385,3.508491249924151,0
30,76.7721443494406,2296.632163389447,One year,Bank transfer,No,2.247219197949189,-0.1255946465832838,1.928389624342652,-1.3531618010489077,-1.2561871130326419,1.2600951840816412,-1.9458378113945738,5.85018856193374,-0.8424102751547203,0
43,70.08812803865496,3140.59654178893,One year,Bank transfer,Fiber optic,1.4785845474720702,2.64898327108199,0.37006863394879497,-4.029469590077147,-0.5629618645182024,-2.222713030627785,-1.004245249704496,3.6419622415359107,-1.2980870772359399,0
33,20.0,655.2565497474891,One year,Bank transfer,Fiber optic,1.590370626743177,-6.00604904377769,3.3893460121568255,3.0128783257794627,-3.158869643473534,-9.035340615857862,7.209379740471485,-0.750042824712963,0.7549858491447997,1
36,63.35221534495796,2356.87924147908,One year,Bank transfer,Fiber optic,1.049976296391738,-0.36615430375284186,1.3501702856490774,-1.381303018109835,-0.6175396186529465,-1.8569980682848441,-2.277594583671351,3.6578920701118784,1.003018473288694,0
27,87.19851414832887,2178.862684925703,One year,Bank transfer,Fiber optic,-1.7872072007378903,0.08283302035517637,0.9756352926741388,1.040654169659887,-1.7107620325551305,0.8160204635078031,-1.009670023937593,-1.4901759378722002,3.145141941546779,0
34,20.0,709.0661127965094,One year,Mailed check,Fiber optic,-0.3354178273156543,-0.0398655742640911,0.5644668664195924,-0.7160952724630695,-1.8576626322177703,-5.417416683861608,3.5625713967640795,-3.423566086285478,0.8763307495004243,1
15,20.0,228.8449250667106,One year,Credit card,Fiber optic,-1.4244700589083688,-1.60124429610062,-0.7669251469536624,1.4954096039910185,-1.162942639339064,-2.514325748419268,1.3756239024443957,-0.7525536487437535,-0.7812017718631372,1
47,38.63362824150716,1835.301358028551,Two year,Bank transfer,Fiber optic,0.07985317292822403,0.29582368859770747,2.1379236567554227,0.5880784031834994,-0.6216863138688145,-3.5724281198226153,2.5248629064083614,-3.662707613064809,0.7666799957669264,1
36,75.74380385766123,2621.4866614703265,One year,Bank transfer,Fiber optic,-1.625213524634264,3.5319890625659416,1.0421203642412193,-1.6634124769709782,0.3388415707041674,-1.74603010732667,-1.0021506323316656,0.7826493970664153,-3.3751822621717307,0
25,35.053441209409726,944.2573245458689,Month-to-month,Bank transfer,Fiber optic,-1.8012788345662307,0.1267105540000989,2.1358667864528273,3.9239256852768767,-1.4470887720461785,2.132830244917953,-1.6434431815537192,-4.943548172734651,3.366969456839297,0
15,103.68115260719837,1491.4327206078074,One year,Bank transfer,Fiber optic,-0.18110584795139906,-0.756613356033072,-0.17811562043945806,2.4506946672396506,-2.5056704348125516,1.3012317010638839,0.5754806579985691,-0.9407345218715125,4.339095083890452,0
33,54.84283424684763,1819.9908187707113,One year,Bank transfer,Fiber optic,1.266196781131561,-2.18605002458829,0.6311958151954584,-0.8624629171992746,-3.259029688884331,-4.325447152439675,3.055849952322964,3.004091361180771,1.0936211487862764,0
23,80.34513215963683,1788.2765947961534,One year,Credit card,Fiber optic,-4.524315278478711,-2.8499265585854285,-1.1094965919255095,0.27194423137838053,0.3867249177111418,-3.226891584728547,-0.6753085899859479,-2.228239737765882,2.8569616609153883,0
32,54.57265383481008,1821.6587833186898,One year,Mailed check,Fiber optic,3.591788813931006,3.8928966857130236,-1.2249360163951728,1.4926324942628029,3.124744620595892,-0.4163167526957669,1.8477853666212565,-5.255056709521904,-0.8927639776403593,1
19,79.41321601263533,1612.2576062101832,One year,Mailed check,Fiber optic,0.3216539055813532,-1.5202728839386852,0.6646996605547216,-0.8745458811211984,-0.3820588621791774,-0.4182789574086192,0.5101331517199859,-1.6090604957863297,3.6449839008059173,1
28,109.60111760711098,3121.8473228032076,One year,Bank transfer,Fiber optic,-1.899018935164059,-2.346242350126207,3.9577811143138804,1.517191437310987,1.8477993662671994,-2.184095564298372,0.11304611803229059,-1.021890629017059,-0.2360511956868705,0
5,99.88273559996786,311.71492205748757,One year,Mailed check,Fiber optic,0.9399908958622749,-1.7061494954155005,-0.4399431878868534,-0.9440322924005217,-1.1430502050957996,0.6810249911285222,0.06648916054828857,2.8218645988196114,1.9146738021178704,1
34,67.43824626839222,2175.8993185752324,Two year,Credit card,DSL,-2.8601285754619417,-1.3125062561471807,-1.5622237186391623,2.4869102657863644,4.634448353450683,-6.054011486384833,1.6582165567882639,-9.609076509330851,2.9898955261084383,0
22,35.49842153526275,884.2179938738941,One year,Bank transfer,Fiber optic,2.0593252512448665,1.9135835708280982,2.1033394672305845,-1.2687516703416244,-1.4077925626324008,0.49772680328627855,0.125270173154715,0.17690590043400667,-0.3916921219806234,0
35,59.47393805761895,1971.1463204027432,One year,Bank transfer,Fiber optic,-0.06052753107370812,-0.7441431327732817,0.9429145656319081,1.5910590464859546,-4.2544165911840235,1.0948361188348705,-0.1612210124342146,7.4816551439524295,-3.3400025638001605,0
30,75.6936563985512,2259.1132289323496,Month-to-month,Bank transfer,Fiber optic,0.4467957393453209,0.6116827068816365,2.1291268097587084,-0.7309014492202071,-2.0902274819007856,0.37721503976539733,-2.4706503973851337,4.289588917010339,0.36376476523440004,0
24,45.90428572950182,1103.5252302434787,One year,Bank transfer,Fiber optic,0.18365816914903443,1.4535747783577242,-1.5797313498409626,3.263919224767325,0.6876041604119496,0.6615066143886087,0.26075876840145706,-7.479716537808051,4.207905664446252,0
30,89.74268684176077,2582.1939913991127,One year,Mailed check,Fiber optic,2.3216424360420898,0.2160688284282195,-0.5154658769580942,3.895425900412908,-6.270402421461425,5.350115989461206,2.250240253728114,2.2660261652925744,2.8227684322292825,0
35,20.0,619.116772617384,One year,Credit card,DSL,-3.82633735124693,3.4594766642659236,3.527179272073124,1.657390553749155,1.7025797693642448,-3.2745440537233796,-2.0756024294666267,-10.852673297221154,2.852967206231446,0
42,96.09935878859667,4188.15354846599,One year,Bank transfer,Fiber optic,-3.2082143855466456,-2.895676159333626,-0.6949207707537692,2.0953187825706694,2.6900071919081983,-3.3032501854167946,3.5436164939730146,-5.368993173758206,-0.1718340173470847,0
22,37.829188937549425,852.3549519052774,One year,Bank transfer,Fiber optic,-2.48180757831181,-0.7396122995521675,0.6930708489592934,0.12083951888233524,0.3278924692715517,-1.2369226211303683,-0.22915637404898126,-0.056610576090031936,-2.722812231318822,1
40,20.0,730.6305394969204,One year,Mailed check,Fiber optic,3.265254703158354,0.9603960748818574,4.9834613786882676,-2.231266928944009,3.4446110639741656,-5.997335917182232,1.4999838561768604,-5.610574381227969,-0.09571047496428187,1
29,120.0,3552.8202904661957,One year,Bank transfer,Fiber optic,-3.0251187471848895,-5.129440383811693,-2.8028022157180965,1.3906658261457387,-2.896198063139615,-0.8307589486666016,2.343860509719513,2.7151793282560237,2.866892126574642,0
39,109.79246335254692,4161.485407287503,One year,Bank transfer,Fiber optic,-1.0927511081194647,-2.6901375023521323,0.26650209747308806,1.2150662823066372,-4.4667724581036214,1.376615577244666,1.370137552081613,4.717215444521264,1.0168326541838726,0
65,23.803647902935992,1456.3984075850099,One year,Bank transfer,Fiber optic,-0.31036076583994543,2.4960815550634443,2.4264459632747677,-0.6422485554574693,-2.5090181781736995,-2.2215614439438527,-1.342902621439732,3.3317880050161253,-2.897036126056266,0
37,75.1680601386353,2791.950179516031,One year,Mailed check,Fiber optic,-2.3876578848188936,-0.38416755944922465,-0.7025585710926923,4.051251973917478,0.10422930891935445,3.608982290322918,-0.7982185635418412,-0.6728758558364715,-1.959171936578063,0
37,20.0,684.5318958656725,One year,Bank transfer,Fiber optic,2.108914449578605,1.139085921746617,1.3894427266427396,-0.19890231915605183,-0.4880825337789497,-0.020532660194775443,-1.6031308258062595,-0.08166944877815117,0.06673893994965496,0
22,24.374789582964418,458.9411657253943,One year,Bank transfer,Fiber optic,2.322593158952353,1.3704864882639352,0.7018551560804179,-2.011865931580136,-1.6176214815107124,-1.2064374779419318,-1.269752289585253,4.6850753110665675,-1.8539343582201735,0
36,47.83218977878696,1710.8029978337656,One year,Mailed check,Fiber optic,2.6727809417545494,0.6721757850564402,-1.693137496115398,0.16064036854822372,0.6801401801960303,1.5221164871617334,0.758069959752629,0.562240224930146,-1.4905012800909578,1
34,72.83453268846935,2639.214617584956,Month-to-month,Bank transfer,No,3.6739593537159925,1.5066705959072733,1.430128118233202,-2.7076254203549004,-3.768323666375752,2.616904221763136,-1.1408530949841895,9.8200998024364,-3.1406184851836496,0
37,56.22587180014676,2168.672951334672,One year,Bank transfer,Fiber optic,2.802958773338759,-0.5147306440565771,0.44870933298326676,-2.07450942322055,-0.4885897840607466,-1.625885891801488,1.6071707402767053,0.7464819864729298,1.1106418526974635,0
27,80.58133676012542,2343.8646245182026,One year,Bank transfer,Fiber optic,3.087087526080472,3.075148758984632,0.7651340936456908,-3.8821938424031206,-2.9163138866381546,2.295651351485037,-3.6825445381847284,5.771129289026022,2.1282815543005134,0
16,60.1343807516293,1034.1306219712103,One year,Mailed check,Fiber optic,-1.441067530871897,1.2346257376082819,-0.6769013694184991,-0.5052755344902435,-0.1741117347527107,-0.10242416598739806,-0.09381640475140318,-3.4581262067606615,1.7312318107566806,1
31,82.86241458060454,2481.243787087953,One year,Bank transfer,Fiber optic,0.041510103735076465,1.9785650542067805,1.8365818590469534,-3.3768563352647676,-1.0874133615292938,-3.846007439060078,-2.0249061962992174,6.471510464441957,-2.548129033223456,0
27,98.9140248097749,2720.1550137902354,One year,Bank transfer,DSL,-4.3380528057178225,-0.16435648815146853,-1.471714206096487,2.9583276668942107,0.3739951554552532,-2.146522422433395,2.2643807176216497,-8.130767144326159,3.678486756182068,0
50,28.225472249654402,1423.4906981277102,One year,Bank transfer,Fiber optic,2.9330591961356465,0.5360121458593465,0.13103370565940742,-2.272103153413993,-1.5407953240251695,-2.3109000845944174,1.1402065522402065,6.473526078198104,-4.57309784437291,0
17,93.96955917680383,1714.086846196275,One year,Bank transfer,Fiber optic,1.4534668767373193,-0.5121849772758886,0.1278717362785473,-1.317870334662899,0.642864801024742,0.35375135804971825,0.4305383223794905,3.0902333930854695,-1.745864230640633,0
28,101.76234688167605,2833.4823212890606,One year,Bank transfer,DSL,1.8595854831202796,4.430506309242029,-1.0210383780056733,2.1311313943561117,2.9188694863340574,0.9379209195740581,1.7970486032710267,-8.050201438338664,1.6501377194377396,1
28,22.087343751863045,728.2767547625624,One year,Mailed check,Fiber optic,1.6387249107715252,1.6838048873157159,-1.7266751543982846,2.992276270804242,0.4821244426473419,-0.6354836989408589,2.028603187097703,-4.752787083815313,0.29014940096660813,1
26,104.74415123957434,2726.156878183129,One year,Bank transfer,Fiber optic,-1.530230363156087,2.477718412175614,0.4184448819160602,1.0048526383146204,0.5169152644562847,4.831668803576645,-4.071580241290898,-4.55607632731635,4.813080259806079,0
20,106.49573685691387,2125.444545670406,One year,Bank transfer,Fiber optic,-0.4962506521732335,-0.3076989847294923,1.4536229630302955,-1.3084903643308419,-0.426288637157075,-1.8777018591509511,0.7875925750812638,4.457844710118412,-3.1580146938216505,0
44,49.954433218692905,2373.5873980806414,One year,Bank transfer,Fiber optic,-0.06323298706495839,0.1209189635943978,0.925101407893354,-0.5557897640857943,0.18942376919602832,-2.791467038242374,-0.1862303124504462,0.8659256168006948,-1.0247148973498599,0
39,110.8197924195583,4126.78631302238,One year,Credit card,DSL,-2.299167166502496,-0.18420120680494867,2.3931368895372254,1.6676376479118682,1.4645721012037693,-4.646580597854325,2.3784866119307457,-1.847302028717551,-2.1611331801739793,0
30,28.24312236993837,939.8277983587965,One year,Bank transfer,Fiber optic,-0.5373895692270998,-0.5478740183952095,1.0539801375160849,2.5067497275622994,-0.39464482131642475,-0.29025856910030035,1.197886648805354,-2.007126792048971,-1.3211672419798002,0
31,31.62617311694816,974.428079713804,One year,Bank transfer,Fiber optic,-0.760386625246195,0.10860195731863831,0.6011730218663462,0.5050404717137098,-1.179342603484482,-3.2924067419862757,0.21487486477059559,4.3586271475606875,-4.77923705765393,0
31,76.7555891598817,2130.027911904645,One year,Bank transfer,Fiber optic,0.010419655462782229,2.7785845582516826,1.6247504984955612,-2.8041913411131567,-0.4934597120078392,-0.9694391565896138,-5.535694801036985,2.311301292324892,3.001512985947353,0
17,120.0,2105.5439235970707,One year,Bank transfer,No,-0.7096454577783466,2.5426235141480777,0.9326107127472337,-0.17753103248969104,-2.2503004045586295,6.7294518557650305,-6.004080967588232,9.609819176819014,-3.070570490623895,0
21,93.17793505495749,1821.4299934388685,One year,Credit card,DSL,-1.9825595345841065,-0.3858371083845733,-0.0886399571853489,3.5722190443889876,-2.452130144282828,-1.6758552147432861,2.6253642847311456,-1.7327697205290835,1.2183699824837044,0
10,68.87373544749842,770.3055109849063,One year,Bank transfer,Fiber optic,-0.32454213468862037,-0.2701759093042957,0.7713210054146824,-0.5275551144369741,-1.861988626085095,-1.0751066305204937,-0.21532585255625603,2.391703382668358,0.17317292714738708,0
15,39.879415475794985,538.4569197812467,One year,Bank transfer,No,3.4674245713127947,-0.8973271842540427,-0.17816332958471404,-1.1349641168166902,-1.9323570397344256,0.3383122918572051,0.1647024053516124,6.631639785091019,-2.149392166719508,0
33,80.10084189505486,2576.8010012530835,One year,Mailed check,No,4.567362580238925,-2.205931598970831,2.595848565020342,-3.567851110355363,-1.5747457979185802,1.228957742696,-1.6380715674217572,8.559915002550214,0.5034451387783156,1
13,64.05438637932882,981.1448997348359,One year,Bank transfer,Fiber optic,-0.4955187741151599,0.44701610020490723,-1.394017604648679,1.0250862220736072,0.5109377565460564,-0.3467580308396313,0.9632840410742972,-3.8631772040743297,1.5896756059701787,1
18,104.50654041551601,1922.9805878721918,One year,Electronic check,No,1.8954716606000592,0.24001071262573337,1.467110247220329,-5.110101882644495,2.7421571409092196,0.2559852987992262,-0.39501925894398826,-2.5098146981151754,3.2681701365860847,1
16,20.0,455.5653672308748,Month-to-month,Credit card,Fiber optic,-0.33331561903479123,2.2386636664435056,2.607030412293497,0.6304862053625899,-0.11276347015787747,-2.959850740287332,-0.23928616457642227,-2.1305403836922143,-3.1153500229569038,0
39,80.30980623428013,3145.940708171299,One year,Bank transfer,Fiber optic,2.3428600462393785,2.8506416485150434,0.8987633927037738,-3.0512259998831,-0.745869576832165,2.0055581434830514,-2.3666460828922107,3.542689694825176,-0.30223569479784596,0
18,97.88258401853903,1748.323102759241,Two year,Mailed check,No,1.6410853184929088,-3.357659964324684,1.2850308745195038,0.61797204690542,-0.10530706761847597,2.0007100104481434,-0.1897575931225648,3.4467117404859655,0.7585288502701439,1
29,20.0,600.343719065386,One year,Credit card,Fiber optic,1.570660989416762,-1.002282808037033,2.424149678289722,-0.13268037473416983,-2.2316074653814737,-3.9370069679178132,1.3674941976075505,3.1317224903178955,-2.094771000238599,0
56,91.36159458953907,5211.433517900037,One year,Bank transfer,No,0.24963848693779367,-1.521059030555997,1.8922128811861578,0.38971311367544126,-2.139072124350679,0.526441045533283,-1.5634226075081963,8.208835860836247,-2.7053678960981755,0
22,41.850377503990124,1072.0369324131896,Month-to-month,Credit card,DSL,-3.123811532820095,-1.410966568608753,0.5395967259546165,0.3512648242349684,2.107922787259848,-9.54157065705692,3.048233119297061,-7.160838111764528,1.82412358955756,0
31,62.939977996354195,1888.3388823912292,One year,Bank transfer,Fiber optic,-1.4730308203686047,-0.43915386196626893,-0.11441425947642614,4.402777778279028,-1.1798048230551166,5.285437527457112,-1.6509233919604034,0.5962213428283676,-1.3631783041051597,0
20,107.18789501574989,2101.853313083649,One year,Bank transfer,Fiber optic,-0.7341501900736684,-0.39806823058495455,-0.11098205366724856,0.9905554601614017,-0.6480849742794834,2.8605473540440474,-1.8182099504391387,2.5923804610272856,0.16818810342373203,0
22,116.89723492011424,2507.0805911053053,Month-to-month,Bank transfer,No,3.72377990261711,-4.897834049870292,1.3799502086734623,-3.343692559787582,-4.062850214483532,1.1735190502709734,-0.39630678798089636,13.396906332645079,0.23224597835040695,1
13,95.38059099383648,1194.8750465543042,One year,Bank transfer,Fiber optic,-0.5805164986210807,-0.24590446883031847,0.1568061308565849,-0.8519253518850058,-0.4113239101066162,-1.2607185488975314,-1.9817851097537136,5.336562612459861,-1.4720159466607117,0
